Item_Weight,Item_Visibility,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_Regular,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_MRP_Category_2,Item_MRP_Category_3,Item_MRP_Category_4
19.0,0.10666052657733595,1587.933,18,0,0,0,1,1,0,1,0,0,1,0,0
5.905,0.0,5305.0944,23,0,0,0,1,1,0,1,0,0,0,0,1
7.76,0.05765762793407711,1697.79,28,0,0,1,0,0,0,1,0,0,1,0,0
11.8,0.013988756513245102,1427.4752,28,1,0,1,0,0,0,1,0,0,0,1,0
16.75,0.04423786004314532,4693.89,16,0,1,0,0,0,1,0,1,0,0,1,0
12.857645184135976,0.25728814041390363,583.2408,40,0,0,1,0,0,0,0,0,0,0,1,0
12.857645184135976,0.03089969313665779,3091.9752,40,1,1,0,0,0,1,0,0,1,0,1,0
15.5,0.11902569434726512,2479.4392,18,1,0,0,1,1,0,1,0,0,0,1,0
6.055,0.025086581803576872,2716.464,21,0,0,1,0,1,0,1,0,0,0,1,0
12.857645184135976,0.03831422260715343,3285.723,40,1,1,0,0,0,1,0,0,1,0,1,0
6.305,0.11610675503828966,661.8052,28,1,0,1,0,0,0,1,0,0,1,0,0
20.85,0.03885911509227405,1523.3504,26,0,1,0,0,0,0,1,0,0,1,0,0
20.75,0.03962562443487355,369.519,27,0,0,0,1,0,1,0,0,0,1,0,0
8.895,0.10009336846026025,690.4346,26,0,1,0,0,0,0,1,0,0,0,0,0
19.6,0.033405950719146385,1381.535,23,0,0,0,1,1,0,1,0,0,0,0,0
19.7,0.05184516148088979,622.523,21,0,0,1,0,1,0,1,0,0,0,0,0
9.8,0.024086288325154106,1274.3412,21,0,0,1,0,1,0,1,0,0,1,0,0
12.857645184135976,0.00966771171221991,487.3656,40,0,0,1,0,0,0,0,0,0,1,0,0
12.15,0.12344145169382116,1231.73,26,0,1,0,0,0,0,1,0,0,0,0,1
8.75,0.07196068051514705,3755.112,21,1,0,1,0,1,0,1,0,0,0,1,0
12.857645184135976,0.0280623053785703,4363.6532,40,0,1,0,0,0,1,0,0,1,0,1,0
8.75,0.07197381166670724,1314.2892,28,1,0,1,0,0,0,1,0,0,0,1,0
13.3,0.06174877466096682,1805.6496,23,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.04478006684699987,2854.9504,40,1,1,0,0,0,1,0,0,1,0,1,0
8.31,0.10962291939463414,3896.2616,26,1,1,0,0,0,0,1,0,0,0,1,0
16.75,0.024529483187933035,667.7974,38,1,0,0,0,0,1,1,0,0,0,0,0
19.75,0.033461767017917025,3185.853,16,0,1,0,0,0,1,0,1,0,0,0,1
17.1,0.045708850365647764,2247.7408,38,1,0,0,0,0,1,1,0,0,0,1,0
10.5,0.11026748855016705,1794.331,38,1,0,0,0,0,1,1,0,0,0,1,0
6.635,0.0,2530.7058,23,1,0,0,1,1,0,1,0,0,1,0,0
12.857645184135976,0.24605825264928569,679.116,40,0,0,1,0,0,0,0,0,0,0,0,1
14.15,0.03528394056904558,812.276,38,0,0,0,0,0,1,1,0,0,0,0,0
13.3,0.0767816417116805,699.09,28,0,0,1,0,0,0,1,0,0,0,0,1
8.89,0.005490381235106269,2732.4432,18,0,0,0,1,1,0,1,0,0,1,0,0
12.857645184135976,0.0626229457189295,176.437,40,1,0,1,0,0,0,0,0,0,0,1,0
12.857645184135976,0.06918732711256406,4097.3332,40,0,1,0,0,0,1,0,0,1,1,0,0
9.1,0.0,3151.8972,23,1,0,0,1,1,0,1,0,0,0,1,0
7.5,0.03215511627811024,5942.265,26,0,1,0,0,0,0,1,0,0,0,0,1
16.85,0.14907500952156252,4843.695,18,1,0,0,1,1,0,1,0,0,0,1,0
7.485,0.0668271346376862,2542.0244,21,0,0,1,0,1,0,1,0,0,1,0,0
11.6,0.04035228902589871,2552.6772,18,0,0,0,1,1,0,1,0,0,0,1,0
11.65,0.03929878029827013,1141.847,16,0,1,0,0,0,1,0,1,0,0,0,1
13.0,0.0346983121111013,680.4476,18,0,0,0,1,1,0,1,0,0,0,0,0
12.65,0.06111188849450756,2085.9514,23,0,0,0,1,1,0,1,0,0,0,1,0
20.25,0.15865945514890628,186.424,27,1,0,0,1,0,1,0,0,0,1,0,0
8.6,0.03941101427564328,3036.048,21,1,0,1,0,1,0,1,0,0,0,1,0
12.6,0.04789263198408685,866.8716,18,0,0,0,1,1,0,1,0,0,0,0,0
17.7,0.01154407007684854,868.869,21,0,0,1,0,1,0,1,0,0,1,0,0
14.15,0.16848231387347923,1137.1864,28,0,0,1,0,0,0,1,0,0,1,0,0
19.25,0.09744382832021249,928.1252,18,0,0,0,1,1,0,1,0,0,0,0,0
8.88,0.08315385104419072,762.341,38,0,0,0,0,0,1,1,0,0,0,1,0
20.5,0.032307590761346705,707.0796,23,0,0,0,1,1,0,1,0,0,0,0,0
12.857645184135976,0.03325092262916631,7968.2944,40,0,1,0,0,0,1,0,0,1,0,1,0
13.5,0.07015004703433267,1438.128,28,0,0,1,0,0,0,1,0,0,0,1,0
12.857645184135976,0.13482673468163803,6976.2524,40,0,1,0,0,0,1,0,0,1,0,0,1
8.89,0.009121488448281019,101.2016,27,0,0,0,1,0,1,0,0,0,1,0,0
7.855,0.011243591261012036,952.094,16,0,1,0,0,0,1,0,1,0,0,1,0
7.235,0.07404533904945282,1969.4364,28,0,0,1,0,0,0,1,0,0,1,0,0
12.857645184135976,0.058228224277531396,5262.4832,40,0,1,0,0,0,1,0,0,1,0,1,0
6.92,0.03780823723251729,1314.2892,23,0,0,0,1,1,0,1,0,0,0,0,0
9.3,0.04230209638887412,535.3032,18,0,0,0,1,1,0,1,0,0,1,0,0
18.5,0.0552610541576009,263.6568,27,0,0,0,1,0,1,0,0,0,1,0,0
8.02,0.019671937384076146,1402.1748,21,0,0,1,0,1,0,1,0,0,0,1,0
9.195,0.04720005967070493,1693.7952,18,0,0,0,1,1,0,1,0,0,1,0,0
12.8,0.0872980363155856,2143.876,23,0,0,0,1,1,0,1,0,0,1,0,0
16.6,0.02724746909017505,2676.516,26,0,1,0,0,0,0,1,0,0,0,1,0
14.0,0.0,905.488,21,1,0,1,0,1,0,1,0,0,0,0,0
18.6,0.03860123958837736,7370.406,26,0,1,0,0,0,0,1,0,0,0,0,1
16.0,0.05905777047514209,6301.1312,21,0,0,1,0,1,0,1,0,0,0,0,1
17.6,0.07910365705733194,1597.92,21,0,0,1,0,1,0,1,0,0,0,1,0
21.25,0.14440358716838061,529.311,21,0,0,1,0,1,0,1,0,0,0,1,0
7.235,0.07403184318455687,1969.4364,21,0,0,1,0,1,0,1,0,0,1,0,0
14.6,0.14099525544488437,1034.6532,18,0,0,0,1,1,0,1,0,0,0,0,0
13.85,0.025669672672649125,1794.331,16,1,1,0,0,0,1,0,1,0,0,1,0
13.65,0.07065364217688042,2768.3964,16,1,1,0,0,0,1,0,1,0,0,1,0
12.857645184135976,0.040838136149978325,898.83,40,0,1,0,0,0,1,0,0,1,0,0,0
7.365,0.041679468704166535,3169.208,28,0,0,1,0,0,0,1,0,0,0,0,1
18.35,0.013982937469280017,3589.9936,16,0,1,0,0,0,1,0,1,0,0,0,1
5.465,0.0,262.3252,16,1,1,0,0,0,1,0,1,0,1,0,0
18.6,0.14229645300525479,1910.1802,18,0,0,0,1,1,0,1,0,0,1,0,0
13.85,0.030499402456879827,1701.7848,18,0,0,0,1,1,0,1,0,0,0,1,0
14.0,0.05862429402352926,2471.4496,38,1,0,0,0,0,1,1,0,0,0,1,0
14.0,0.04106790028295461,1331.6,38,1,0,0,0,0,1,1,0,0,0,0,0
12.857645184135976,0.07452050155176781,1808.9786,40,0,1,0,0,0,1,0,0,1,1,0,0
5.905,0.044818679683299084,3315.684,16,0,1,0,0,0,1,0,1,0,0,0,1
7.27,0.0686655609933823,2618.5914,28,0,0,1,0,0,0,1,0,0,1,0,0
6.155,0.09044369492472701,2769.728,28,1,0,1,0,0,0,1,0,0,0,0,1
19.5,0.07474454763940462,5375.0034,18,1,0,0,1,1,0,1,0,0,0,0,1
15.2,0.02110322918596279,2838.9712,18,0,0,0,1,1,0,1,0,0,0,0,1
12.15,0.04160771200341354,1743.0644,16,1,1,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0.025256868977546323,5555.4352,40,0,1,0,0,0,1,0,0,1,0,1,0
12.6,0.047819026100802305,619.194,16,0,1,0,0,0,1,0,1,0,0,0,0
14.5,0.019284540171042624,2120.573,21,0,0,1,0,1,0,1,0,0,0,1,0
16.6,0.11593141312761583,3823.0236,18,0,0,0,1,1,0,1,0,0,0,1,0
11.8,0.055788283918259206,1360.2294,38,1,0,0,0,0,1,1,0,0,0,1,0
13.1,0.043208517627228715,3969.4996,38,1,0,0,0,0,1,1,0,0,0,1,0
17.7,0.25608722191492755,345.5502,27,0,0,0,1,0,1,0,0,0,1,0,0
17.85,0.0,585.2382,27,0,0,0,1,0,1,0,0,0,0,1,0
12.3,0.06274005330087562,1010.6844,23,1,0,0,1,1,0,1,0,0,1,0,0
11.8,0.09377483904439857,161.1236,27,0,0,0,1,0,1,0,0,0,1,0,0
12.857645184135976,0.17480476217973778,42.6112,40,1,0,1,0,0,0,0,0,0,0,0,0
11.1,0.16260600545655357,3010.7476,23,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.058395731213663225,6024.1584,40,1,1,0,0,0,1,0,0,1,0,1,0
11.3,0.007268174709874774,988.713,23,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.12087023158158137,239.688,40,0,0,1,0,0,0,0,0,0,1,0,0
5.75,0.0724208016817178,1374.2112,38,1,0,0,0,0,1,1,0,0,1,0,0
12.857645184135976,0.04820085341709844,4739.8302,40,1,1,0,0,0,1,0,0,1,0,0,1
11.35,0.044175529291499496,1012.016,16,1,1,0,0,0,1,0,1,0,1,0,0
12.857645184135976,0.08998123343036811,657.8104,40,1,0,1,0,0,0,0,0,0,0,1,0
14.0,0.02849788238348551,778.986,26,0,1,0,0,0,0,1,0,0,1,0,0
19.75,0.017898483211005504,2336.958,23,1,0,0,1,1,0,1,0,0,0,1,0
6.525,0.08657770246642604,2233.0932,26,0,1,0,0,0,0,1,0,0,1,0,0
10.3,0.13662634631057924,1661.8368,26,0,1,0,0,0,0,1,0,0,1,0,0
5.78,0.07163610732581911,4745.8224,26,1,1,0,0,0,0,1,0,0,0,0,1
11.85,0.048967982644504124,3124.5994,23,1,0,0,1,1,0,1,0,0,0,1,0
16.35,0.02042170425593933,467.3916,16,0,1,0,0,0,1,0,1,0,0,0,0
12.857645184135976,0.015490480595885439,5070.7328,40,0,1,0,0,0,1,0,0,1,0,1,0
10.5,0.04056158781737259,540.6296,28,0,0,1,0,0,0,1,0,0,0,0,0
19.0,0.09286458176578521,992.7078,28,1,0,1,0,0,0,1,0,0,0,0,0
14.6,0.05787543072189512,6008.845,26,0,1,0,0,0,0,1,0,0,0,0,1
12.857645184135976,0.09409457944331216,2105.2596,40,1,1,0,0,0,1,0,0,1,0,0,0
12.857645184135976,0.09652639536879581,5359.69,40,1,1,0,0,0,1,0,0,1,0,0,1
18.75,0.05083232135580649,745.696,23,0,0,0,1,1,0,1,0,0,1,0,0
5.26,0.04091589763122,3275.736,21,1,0,1,0,1,0,1,0,0,0,1,0
18.25,0.052918948994774534,1701.7848,23,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.07544367199510134,6704.606,40,0,1,0,0,0,1,0,0,1,0,1,0
15.1,0.051015371320512544,4119.9704,28,0,0,1,0,0,0,1,0,0,0,0,1
15.5,0.041588064533678325,327.5736,27,1,0,0,1,0,1,0,0,0,1,0,0
13.65,0.06366271554429039,780.9834,26,0,1,0,0,0,0,1,0,0,0,0,0
16.1,0.023350359977118578,3630.6074,23,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.050354281252679545,317.5866,40,1,0,1,0,0,0,0,0,0,1,0,0
12.85,0.1533168056794009,231.6984,27,0,0,0,1,0,1,0,0,0,0,0,0
9.5,0.0410252349855125,133.16,21,0,0,1,0,1,0,1,0,0,0,0,0
13.8,0.05646679661677365,5650.6446,21,0,0,1,0,1,0,1,0,0,0,0,1
5.78,0.0,2636.568,18,1,0,0,1,1,0,1,0,0,0,0,1
19.7,0.026548171926059877,1272.3438,23,0,0,0,1,1,0,1,0,0,1,0,0
14.65,0.0,324.9104,27,0,0,0,1,0,1,0,0,0,0,1,0
6.67,0.14024418346953285,131.1626,27,1,0,0,1,0,1,0,0,0,1,0,0
6.11,0.0,260.9936,27,1,0,0,1,0,1,0,0,0,1,0,0
13.65,0.12661117757506177,260.9936,27,1,0,0,1,0,1,0,0,0,0,0,1
17.2,0.14511177170218167,3690.5294,38,0,0,0,0,0,1,1,0,0,0,1,0
6.32,0.0,1139.1838,21,0,0,1,0,1,0,1,0,0,0,0,0
4.88,0.12548728335600584,1995.4026,26,1,1,0,0,0,0,1,0,0,0,0,0
5.425,0.10896193724686525,1416.8224,18,1,0,0,1,1,0,1,0,0,1,0,0
15.85,0.10438794015956616,265.6542,28,1,0,1,0,0,0,1,0,0,0,0,0
7.5,0.04977829009788147,3552.7088,18,0,0,0,1,1,0,1,0,0,1,0,0
12.65,0.06094265876673386,2406.867,38,0,0,0,0,0,1,1,0,0,0,1,0
12.857645184135976,0.016972137983220358,213.056,40,0,0,1,0,0,0,0,0,0,0,0,1
20.75,0.023842819423293884,2956.152,38,0,0,0,0,0,1,1,0,0,1,0,0
12.857645184135976,0.04855677979456019,153.134,40,0,0,1,0,0,0,0,0,0,0,1,0
9.0,0.0,1649.8524,21,0,0,1,0,1,0,1,0,0,1,0,0
12.857645184135976,0.09672878038727122,3101.2964,40,0,1,0,0,0,1,0,0,1,0,1,0
12.857645184135976,0.00593201475871683,4769.1254,40,0,1,0,0,0,1,0,0,1,0,1,0
12.857645184135976,0.1306432409267249,3435.528,40,1,1,0,0,0,1,0,0,1,0,1,0
14.1,0.11870322903745,1133.8574,23,0,0,0,1,1,0,1,0,0,1,0,0
7.55,0.0268022676536349,2603.278,21,0,0,1,0,1,0,1,0,0,0,1,0
13.0,0.09469660797125676,605.878,28,0,0,1,0,0,0,1,0,0,0,0,0
12.857645184135976,0.04265103440652817,2293.0152,40,0,1,0,0,0,1,0,0,1,0,1,0
12.857645184135976,0.0794962340763434,119.1782,40,1,0,1,0,0,0,0,0,0,1,0,0
12.3,0.06256645476729958,1929.4884,38,1,0,0,0,0,1,1,0,0,1,0,0
12.857645184135976,0.08116936721578924,2074.6328,40,0,1,0,0,0,1,0,0,1,1,0,0
12.857645184135976,0.05680727914382057,241.6854,40,0,1,0,0,0,1,0,0,1,1,0,0
17.25,0.10773151910633763,6795.1548,23,0,0,0,1,1,0,1,0,0,0,0,1
15.85,0.02039412977507173,639.168,18,0,0,0,1,1,0,1,0,0,0,0,0
18.85,0.050735866253352024,3248.4382,21,0,0,1,0,1,0,1,0,0,0,1,0
16.35,0.06087346520529158,7222.5984,18,1,0,0,1,1,0,1,0,0,0,0,1
14.1,0.08432024931830706,3225.1352,21,0,0,1,0,1,0,1,0,0,0,0,1
7.905,0.009960652582077074,3755.112,21,0,0,1,0,1,0,1,0,0,0,0,1
12.0,0.03338270799957689,3440.8544,38,0,0,0,0,0,1,1,0,0,0,1,0
12.15,0.0567722018252443,974.7312,21,1,0,1,0,1,0,1,0,0,0,1,0
10.1,0.02674558574934424,535.969,26,0,1,0,0,0,0,1,0,0,1,0,0
17.5,0.02666421210033659,5259.82,18,0,0,0,1,1,0,1,0,0,0,0,1
12.857645184135976,0.05652532197958119,306.268,40,0,0,1,0,0,0,0,0,0,0,1,0
17.1,0.12127706752259829,1779.0176,16,0,1,0,0,0,1,0,1,0,1,0,0
7.785,0.0851187008409247,759.012,26,0,1,0,0,0,0,1,0,0,0,0,0
11.8,0.08945469715041246,1877.556,38,1,0,0,0,0,1,1,0,0,1,0,0
13.15,0.15331719943610156,3779.0808,23,1,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.13836324552418144,41.2796,40,0,0,1,0,0,0,0,0,0,0,0,0
8.5,0.0938895293399732,259.662,18,0,0,0,1,1,0,1,0,0,0,0,0
8.645,0.1339216960712218,193.082,38,0,0,0,0,0,1,1,0,0,1,0,0
17.6,0.07350712768282958,1687.803,23,1,0,0,1,1,0,1,0,0,1,0,0
9.1,0.16135617350896198,4655.9394,18,0,0,0,1,1,0,1,0,0,1,0,0
12.8,0.023239235974444133,4950.8888,38,1,0,0,0,0,1,1,0,0,0,0,1
7.63,0.059261585068466106,1418.154,21,0,0,1,0,1,0,1,0,0,1,0,0
9.285,0.048370115961534475,1225.072,18,1,0,0,1,1,0,1,0,0,0,0,1
13.6,0.11280901816056114,5359.69,23,1,0,0,1,1,0,1,0,0,0,0,1
8.895,0.07003488933107122,1764.37,23,0,0,0,1,1,0,1,0,0,0,1,0
16.35,0.08662422772368973,2553.343,38,0,0,0,0,0,1,1,0,0,0,1,0
17.6,0.05472023695648254,1006.6896,38,0,0,0,0,0,1,1,0,0,0,0,0
7.975,0.01451314595589791,1081.925,38,0,0,0,0,0,1,1,0,0,1,0,0
15.85,0.04256044350178557,308.9312,18,0,0,0,1,1,0,1,0,0,0,0,0
15.7,0.044175951234035934,2516.724,38,0,0,0,0,0,1,1,0,0,0,1,0
8.985,0.056216899476590684,1428.141,28,1,0,1,0,0,0,1,0,0,1,0,0
20.35,0.08562228147636547,2093.2752,38,0,0,0,0,0,1,1,0,0,0,0,1
6.59,0.10030626040147479,1929.4884,38,0,0,0,0,0,1,1,0,0,1,0,0
19.85,0.0052205024332376455,5829.7448,21,0,0,1,0,1,0,1,0,0,0,0,1
16.85,0.03574368876546671,2082.6224,28,0,0,1,0,0,0,1,0,0,1,0,0
12.857645184135976,0.03239772015433416,7298.4996,40,0,1,0,0,0,1,0,0,1,0,1,0
16.75,0.07812012284502087,7452.9652,38,0,0,0,0,0,1,1,0,0,0,0,1
17.6,0.07376371940554353,450.0808,18,1,0,0,1,1,0,1,0,0,1,0,0
7.905,0.016619693603466986,500.6816,27,0,0,0,1,0,1,0,0,0,0,0,1
12.857645184135976,0.04329717672783165,3668.558,40,0,1,0,0,0,1,0,0,1,1,0,0
7.785,0.03757328669889521,736.3748,16,1,1,0,0,0,1,0,1,0,1,0,0
7.825,0.17061385331568368,6088.0752,21,0,0,1,0,1,0,1,0,0,0,0,1
12.857645184135976,0.03137023245541118,2125.2336,40,0,1,0,0,0,1,0,0,1,1,0,0
20.75,0.021145060143589432,2277.036,18,0,0,0,1,1,0,1,0,0,0,1,0
12.857645184135976,0.17711851776499327,573.2538,40,0,0,1,0,0,0,0,0,0,0,1,0
6.26,0.009817697305252681,2267.049,21,1,0,1,0,1,0,1,0,0,0,1,0
18.2,0.0793203317459375,296.9468,27,0,0,0,1,0,1,0,0,0,0,1,0
13.0,0.09506459328678822,559.272,16,0,1,0,0,0,1,0,1,0,0,0,0
20.25,0.018626984538184954,5559.43,21,1,0,1,0,1,0,1,0,0,0,0,1
8.695,0.11307994991063346,1237.7222,26,0,1,0,0,0,0,1,0,0,1,0,0
7.27,0.06880013411429728,569.259,23,0,0,0,1,1,0,1,0,0,1,0,0
12.857645184135976,0.058619754117491596,3866.9664,40,1,1,0,0,0,1,0,0,1,0,1,0
12.85,0.032745506679754774,1379.5376,23,0,0,0,1,1,0,1,0,0,0,1,0
7.075,0.05693275171349942,1869.5664,16,0,1,0,0,0,1,0,1,0,0,1,0
12.857645184135976,0.11046111346432871,5499.508,40,1,1,0,0,0,1,0,0,1,0,1,0
8.195,0.030967775192226443,925.462,26,0,1,0,0,0,0,1,0,0,1,0,0
7.09,0.007188053930084555,583.2408,21,0,0,1,0,1,0,1,0,0,0,0,0
6.095,0.07806840833424507,1418.154,28,0,0,1,0,0,0,1,0,0,0,1,0
19.35,0.04871050766360344,942.7728,18,1,0,0,1,1,0,1,0,0,1,0,0
6.15,0.04523236651593512,2364.9216,28,0,0,1,0,0,0,1,0,0,1,0,0
12.857645184135976,0.027106438430728887,3251.7672,40,1,1,0,0,0,1,0,0,1,1,0,0
12.857645184135976,0.09957791188503355,254.3356,40,1,0,1,0,0,0,0,0,0,1,0,0
17.7,0.012462028353894273,5895.659,21,0,0,1,0,1,0,1,0,0,0,1,0
